Label	comment
0	   More information about the moschee   Muderis Ali Efendi is a Mosque in Prizren. Name  xhamia “Muderis Ali efendi”  Build on  1581  Imam is Bashkim Spahiu  Religion is  Osman Bekteshi  Founder Ali Efendi is buried in the garden. Used as a red cross center in WWII, fair amount of damage. Famous for the 1908 three yearboykot of catholic shops.    sources   Category:Religious_Places_in_Prizren      Sources  http://sq.wikibooks.org/wiki/Vitviteja/Xhamia_n%C3%AB_Shqipni#cite_note-RDI199-5  More  http://books.google.com/books?id=GCRjKdrmqqEC&pg;=PA205&lpg;=PA205&dq;=%22Ali-Efendi%22+prizren&source;=bl&ots;=_-4Pnw-yX1&sig;=dxobsmuISm6v-B_38O_SnV5D1hI&hl;=en&ei;=DYuASumIMdCJ_ga17fTnBw&sa;=X&oi;=book_result&ct;=result&resnum;=2#v=onepage&q;=%22Ali-Efendi%22%20prizren&f;=false Kosovo  By Gail Warrander, Verena Knaus:  Quote http://www.asmakat.com/prizenlihayat.htm  Müderris Ali Efendi: ......Müderris Ali Efendi, Prizren’de bir medrese kurmuş ve bu medresede öğretmenlik yapmıştır.  Baydavi’nin Kur’an tefsirini de yorumlayan Müderris Ali Efendi’nin cenazesi,  1581 yılında yapılmış olan ve aynı adı taşıyan caminin avlusundaki bir türbededir.  ""  Müderris Ali Efendi, Prizren'de founded a madrasah and a teacher at the madrasah yapmıştır. Baydavi 'interpretation of the Qur'an, the commentary Müderris Ali Efendi's funeral, was built in 1581 and bearing the same name as the mosque's courtyard is a shrine.""   Possible source: http://www.aneks8komisija.com.ba/main.php?id_struct=50〈=4&action;=view&id;=2405  """ The vakufnama is dated 15 Dhu l-Qa’dah 1171, i.e. 21 July 1758, the date when Mehmed paša legalized it in the sarai (sarayi alide) of the Bosnian vali in Travnik before the Travnik judge in the presence of the muteveli, one Ali-efendi, son of Husejnbeg.  The document reveals that he had erected at his own cost and endowed on that date the following buildings: """    
0	 {| cellspacing="0" style="width:238px;background:#E0E8FF" | style="width:45px;height:45px;background:#99B3FF;text-align:center;font-size:8pt" | chauvin-0 | style="font-size:8pt;padding:4pt;line-height:1.25em" | This user chooses not to listen to ultra-nationalist rhetoric, of whatever nation. |}  
0	*Per your request, now in your userspace at .
1	FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING BITCHES THAT ARE READING THIS. JASENM222 SUCKS FAT DICK.FUCKING
0	:Yes.  I'm doing it often enough, I'll have to create a redirect.  —
0	   High Tech Postcode Recommended    An Irish Cross Party Parliamentary (Oireachtas) Committee has recommended the implementation of a unique Identifier Postcode  for Ireland according to "The Post Codes Report" as reflected in the Irish Examiner. The code now recommended will be such that it can be supported on google maps, iphones and GPS and will be capable of a unique postcode for each property.  The report questions any plan to introduce a broad area code which is unable to identify properties and states that the proposal for a D04 123 type code may make address ambiguity and problems with finding properties in Ireland even worse.  The report is from the Joint Communications Committee of the Irish Parliament and includes members of most political parties. It was published on 31 March 2010 and will lead to a significant revision of existing proposals  Late on 1st April, the full report was released and is available for download here There is considerable mention of the use of GPS in relation to the new code in the report and both the HSE and the GeoComputation Centre in NUI Maynooth are quoted as being strongly in favour of a code which provides a unique identifier such as is achieved with a GPS related code..   On 14th April, the report was followed by the cancellation for the tender for a consultant to advise the Minister for Communications on the implementation of a Postcode in Ireland.   
1	so many ppl tlk on dis stoopid site i swear they must be retarded
0	So... the proof there was a massacre rather than a lack of planning as indicated by overwhelming evidence is that Joachim Pieper's troops killed other people? By that definition all armies in the world are responsible for every massacre throughout history. Also, IHR is respecable as a source, it publishes a peer reviewed magazine which is sometimes used under google scholar, just look it up @ scholar.google.com.
0	:You can do what you want, there are some neutral users and mediators will come to handle your POV.  ''''''  |
0	   GA Review II   I'm sorry to say this, but I have to fail this article's GAN. The several major problems that  brought up in this article's previous GA assessment have not been issued. As s/he has said before me, "he article's WP:LEAD should be longer. The History, Media attention, Academics, Student Government, Demographics, Trivia, and Additional Information section are very deficient in citiations. Also, Triva and Additional information should be integrated into the rest of the article." Again, please look over WP:WIAGA and fix these problem, then renominate it for GA-class. However, I have re-assessed this article as B-class, as it does meet B-class criteria. My regards,   
0	   I give up, what does "non-RS" mean?   16 September 2013      (diff | hist) . . Uplift Universe‎; 16:24 . . (-114)‎ . . ‎Nikkimaria (talk | contribs)‎ (rm non-RS)   
0	Did you remove my post on the discussion page for Dog Latin too? Harry Potter spells are relevant for that article because that's obviously the most prominent use of Dog Latin in popular culture. How could you have no mention of Harry Potter incantations in the Dog Latin article? Seems to me you're a partisan trying to censor stuff that you don't agree with.
0	General  * No dab links. Great work! * No dead links. Great work!  
0	on your recommendation
0	Biberian's 2007 secondary source is also misrepresented by the article  If statements in individual sources require that the introduction says cold fusion researchers are "a small community" and that "mainstream scientists" perceive the field as the remains of controversy, without specific quantification or any of the abundant opposing points of view, then why aren't we required to report the conclusions of Biberian 2007 which says, "proof that nuclear reactions not predicted by current theories occur ... has been established"?    :Primarily WP:UNDUE. The "proof" has no support in mainstream sources.      
0	:I promise to never do ANYTHING bad again. """"
0	June 2006 (UTC)   Hi there!  Are you Filipino? (Reply at the Talk Section of | My Talk Page   :Yes, why? Are you? Hehe... Anyway, since we are talking about Filipinos, have you heard about Filipino Biscuits?   15:07, 27
0	:::::::Hiya, nope ) I don't remotely believe the ceremonial post is notable, I believe 1853-2002 is notable. Cheers
0	:I have also notified the other keep !voters of this discussion here.   •
0	  =Unblocked= As per your email request, I have unblocked your account; as I said in the email, please make sure you read our policy on external links before adding links to more articles, as we have very strict rules on what can and can't be included. –  
0	This is from the ketamine page as a red link.  This was a big deal when it happened but it's hard to find any solid info on it.  Maybe by starting the page here, additional facts can come forward.
0	::Me. I would be most grateful for including material on the medieval superbridge at Trezzo sull'Adda. Why? Because this bridge must have been amazing as it doubled the longest span of stone bridges then (from 37 to 72). Still, the briidge is almost unknown, as nobody covers the subject.   ::There is also a claim that the Etruscans build very early on stone arch bridges (earlier than both Greeks and Romans). Two of them are included in Structurae, but I am not sure whether these are still the original structures. Including the Etruscans in a comprehensive history of stone arch bridges would definitely be an almost revolutionary thing.  ::For the timeline, see also * Trajan's Bridge - longest span for a 1000 years * Ponte Santa Trinità - first elliptical arch bridge * Steinerne Brücke in Regensburg, Germany - model for many medieval bridges to come * Pont Saint-Bénezet - IMHO this bridge could be the first segmental arch bridge in Europe. What we need is the span-rise-ratio. Regards
0	   Now it has "Quick facts" sections, so you know its worthy of an encyclopedia.   Well, Andreas can't demand only one reviewer so that his work is simpler; that's not in the encyclopedia's best interests is it? His idea that I don't review his article—even when I just made one minor, and entirely justified point anyway—smacks of WP:OWN too. I don't see why you should feel down, either way.  Changing the topic: what's Bionic Test?   
0	 ::How about recognizing that the citation isn't really one - and most certainly doesn't merit a section in the article? Seems to be in the "desperation to make the source seem notable" category  
0	Then why not add volcanion & Missingno & "1 to the list. They were known and obtainable in the first generation. Also you could get a ghost, not a ghost type pokemon but a literal ghost and a hand in the first generation. If they are going to list pokemon with no pokedex entry whatsoever, then I think they'd better include them all, right. - Cheez.
0	Perhaps a mention of this fact should be made?
0	Mccready, I strongly advise you to take Jim Butler's words to heart.  He's pointing out the very same problems with your editing that others have pointed out before.  If someone disagrees with your edit, do not just keep putting it back.  Continued biased editing and excessive reverts can be grounds for a disruption block.  We have a high degree of tolerance here,  but continuing to try the community's patience is a bad thing.
0	::::::Thanks for the discussion. I'll return to this once the edit-warring and disruptions are once again brought back under control.
0	*How about if we wait a week in which I promise not to edit any pages and then if I keep my prmise, we can set a date for the block to be lifted at that point.
0	These charts and pictures, that are not real photographs, look like something frm a D&D; video game. Do people who believe in electrons play lots of Warcraft because they have small penis's?
1	SUZANNE IS A LOSER!!!
0	Doesn't matter to me. I just wanted to test you.
1	Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my m
0	  ::I would like to point out that there used to be a great deal of, in my opinion, very unnecessary fighting over terms such as "circumcised" vs "unmutilatedcastratedstabbedpenismurdered".  ::Isn't it advisable, to at least be able to use a more scientific sounding vocabulary - as in, detached from everyday speech and associations to avoid emotions. Synonyms like that are an important part of an article when stuff is looked up primarily by text search - if relevant words are missing, the article fails as a whole. Dictionaries are never complete, and neither is Wikipedia. The advantage of Wikipedia being, that we can update her ourselves as new information becomes more widely available. IAR2TR.  
0	* I have confirmed this change by contacting Activison: http://www.evilavatar.com/forums/showthread.php?t=76883
0	 :Okay, I'll delete the mini-game objectives and replace it with a new paragraph now. –  
0	The other ironies of mentioning the 1958 Convention include the fact that Argentina never actually ratified that convention and that even if they had, geographic proximity was not, in and of itself, considered by that convention to be grounds to claim sovereignty over an inhabited territory controlled by another state.  Otherwise Japan would be part of Russia and Malta would be part of Italy and Sri Lanka would be part of India and so on through literally dozens of examples.  It's such a bad argument legally that I was concerned when it went in that including it might appear to discredit the Argentine position.  But if it is an argument made by Argentina and her supporters then it belongs.  :As a general rule, you can accept or refuse a proposal, but you may also make a counterproposal to improve the article.  It's not a flat yes or no, otherwise things would never improve.  For my part, I gave my position on the map above:  :*I oppose any attempt to map the countries that support one side or other, as this is very difficult to get a clear position on.  But this is not such a map. :*I am indifferent to this map of the EU and its ORs and OCTs.  I have no problem with its going in, and I have no problem with its being left out. '''' ''''
0	thanks D ive added information on some of the promo discs ive found out about, not sure if these are that essential, but added them anyway as some..in paticular NMNI have exrta tracks not previously released  ( )
0	REDIRECT Talk:My Cherie Amour (song)
1	 WAS JESUS GAY????? if you say no?  how do you know?  were you alive at the time?  no?  Then you DON"T know.  I say YES...  He clearly didn't like women.  He must have been gay. 
0	, 1 June 2009 (UTC)   Picking fight  Yeah, you're making yet another threat based on the utterly pathetic authority you've got as Wikipedia Administrator.  :What can one make of this?  :You see, I'm fervently hoping that you confirm my thesis that you are a fool. You can fulfill my hope by banning me.  :You are misremembering your earlier threat to delete. I suggest looking at talk page for Buckberg where these silly threats are on record.  :Why can't you now recall this?? Are you fundamentally dishonest to yourself, or only to me??    06:47
0	:::::::::::A small minority of the votersyes, it was a votespecified all faith-related topics. And, if it is not not a vote, you are supposed to look at the strength and quality of the arguments. Your answer above suggests you just based your decision on popularity.
0	The article HOORSENBUHS has been speedily deleted from Wikipedia. This has been done under the criteria for speedy deletion, because the article seems to be blatant advertising which only promotes a company, product, group or service and which would need to be fundamentally rewritten in order to become an encyclopedia article. Please read the general criteria for speedy deletion, particularly item 11, as well as the guidelines on spam. Feel free to leave a note on my talk page if you have any questions about this.
0	Comparison of Systems  Does anyone have a top-level comparison of the various systems.  A table may serve, followed by more detailed explanation of the differences ... followed perhaps on a historical perspective on the behind-the-scenes machinations.  There was an idea once upon a time that there would be a universal (global) HDTV standard ... does anyone have a good handle of how this patchwork quilt emerged from the good intent to agree on a global HDTV system?
0	  Markus has a new DJ compilation coming out later this month titled "Amsterdam '07". I am tempted to add it onto his compilation discography, but since the announcement does not say what the record label will be, I'm under the impression that I should wait until the compilation is officialy out.   Forum thread announcing the comp - Markus' Official Forum   
0	Why is he wearing a Bradford jersey if he plays for Warrington?
0	   Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.   
1	You are a fagget. I prey you get cancer and die a painful death.
